退職,年齢,出張頻度,通勤距離,最終学歴,社員番号,職場環境の満足度,労働意欲,査定ランク,仕事への満足度,月給(ドル),転職回数,昇給率,能力評価,人間関係の満足度,ストックオプション,社会人歴,昨年の研修時間,ワークライフバランス,在職年数,現在の役職年数,昇進からの経過年数,現在の上司になってからの年数,残業_有,性別_男性,配偶者_離婚,配偶者_結婚,配偶者_独身,部署_人事,部署_研究開発,部署_営業,専攻_経営,専攻_科学,専攻_医学,専攻_工学,専攻_人事,専攻_その他,役職_経営層,役職_管理職,役職_主任,役職_一般
No,44,1,7,3,1608,2,3,5,4,19049,0,14,3,4,1,23,4,2,22,7,1,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,30,1,7,3,1609,2,2,1,2,2141,1,12,3,2,1,6,3,2,6,4,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,45,1,5,5,1611,3,1,2,1,5769,1,14,3,1,0,10,3,3,10,7,1,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,45,0,26,3,1612,1,2,2,1,4385,1,15,3,1,1,10,2,3,10,7,4,5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,31,2,2,4,1613,4,3,2,1,5332,7,13,3,4,0,10,3,3,5,2,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
No,36,1,12,4,1614,3,3,2,3,4663,9,12,3,2,2,7,2,3,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,34,2,10,4,1615,3,4,2,4,4724,1,13,3,1,1,9,3,3,9,7,7,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,49,1,25,4,1617,3,3,1,1,3211,1,14,3,4,1,10,3,2,9,6,1,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,39,1,10,5,1618,2,3,2,1,5377,2,13,3,4,3,10,3,3,7,7,7,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,27,1,19,3,1619,4,2,1,1,4066,1,11,3,1,2,7,3,3,7,7,0,7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,35,1,18,5,1621,2,4,2,1,5208,1,11,3,4,0,16,2,3,16,15,1,10,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,28,1,27,3,1622,2,1,2,1,4877,0,21,4,2,1,6,5,2,5,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,21,1,5,1,1623,3,3,1,4,3117,1,18,3,3,0,3,2,3,2,2,2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,18,2,3,2,1624,2,3,1,4,1569,1,12,3,3,0,0,2,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
No,47,1,26,4,1625,4,3,5,3,19658,3,11,3,3,1,27,2,3,5,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
No,39,1,3,2,1627,3,2,2,3,3069,0,15,3,4,1,11,3,3,10,8,0,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,40,1,15,3,1628,1,2,3,3,10435,1,13,3,4,2,18,2,3,18,15,14,12,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,35,0,8,4,1630,3,3,2,3,4148,1,12,3,4,1,15,5,3,14,11,2,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,37,1,19,3,1631,3,3,2,3,5768,3,17,3,1,3,9,2,2,4,3,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,39,2,4,3,1633,1,3,2,3,5042,0,13,3,4,0,10,2,1,9,2,3,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,45,1,2,2,1635,4,2,2,4,5770,1,19,3,1,2,10,3,3,10,7,3,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
No,38,1,2,2,1638,4,2,3,3,7756,3,19,3,4,1,10,6,4,5,4,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Yes,35,1,10,3,1639,4,2,3,1,10306,9,17,3,3,0,15,3,3,13,12,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,37,1,10,3,1640,2,3,1,2,3936,1,11,3,1,1,8,2,1,8,4,7,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,40,1,16,3,1641,3,3,3,4,7945,6,15,3,4,0,18,2,2,4,2,3,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,44,2,1,5,1642,1,3,2,4,5743,4,11,3,3,0,14,3,3,10,7,0,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
No,48,2,4,5,1644,3,2,4,4,15202,2,25,4,2,1,23,3,3,2,2,2,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Yes,35,1,15,2,1645,1,1,2,4,5440,6,14,3,4,2,7,2,2,2,2,2,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,24,2,2,1,1646,1,3,1,4,3760,1,13,3,3,0,6,2,3,6,3,1,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,27,1,8,3,1647,2,4,1,3,3517,7,17,3,1,0,5,0,3,3,2,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,27,2,2,3,1648,4,3,1,4,2580,2,13,3,3,0,6,0,2,4,2,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,40,1,7,3,1649,1,3,1,1,2166,3,14,3,2,0,10,3,1,4,2,0,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,29,1,10,3,1650,3,2,2,3,5869,9,11,3,3,0,8,2,3,5,2,1,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
No,36,1,5,4,1651,2,3,3,1,8008,4,12,3,3,2,9,6,3,3,2,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,25,2,2,1,1653,4,4,2,3,5206,1,17,3,3,2,7,6,3,7,7,0,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,39,1,12,3,1654,4,3,2,2,5295,4,21,4,3,0,7,3,3,5,4,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,49,1,22,4,1655,1,3,4,2,16413,3,16,3,2,2,27,2,3,4,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
No,50,1,17,5,1656,4,2,3,1,13269,5,15,3,3,3,19,3,3,14,11,1,11,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,20,1,2,3,1657,3,3,1,3,2783,1,19,3,1,0,2,3,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
No,34,1,3,3,1658,4,3,2,2,5433,1,12,3,3,1,11,2,3,11,8,7,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,36,1,7,3,1659,1,3,1,2,2013,2,11,3,3,0,15,4,3,4,3,1,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,49,1,6,1,1661,3,2,4,3,13966,2,19,3,2,1,30,3,3,15,11,2,12,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,36,0,1,4,1662,4,2,2,3,4374,0,15,3,3,0,4,6,3,3,2,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,36,1,3,2,1664,4,4,2,1,6842,6,20,4,1,1,13,3,3,5,4,0,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,54,1,22,5,1665,2,3,4,3,17426,3,25,4,3,1,36,6,3,10,8,4,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
No,43,1,15,2,1666,3,2,4,3,17603,1,24,4,1,1,14,3,3,14,10,6,11,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Yes,35,2,12,4,1667,4,3,2,4,4581,3,24,4,1,0,13,2,4,11,9,6,7,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
No,38,2,1,3,1668,4,3,2,4,4735,7,15,3,4,2,19,4,4,13,11,2,9,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,29,1,5,3,1669,1,2,2,2,4187,1,13,3,2,1,10,3,2,10,0,0,9,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,33,1,2,4,1670,4,3,2,4,5505,1,14,3,3,2,6,5,3,6,2,0,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,32,1,2,3,1671,4,3,2,2,5470,0,13,3,3,2,10,4,2,9,5,1,6,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,31,1,5,4,1673,1,3,2,4,5476,1,11,3,1,2,10,2,3,10,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,49,1,16,3,1674,4,3,1,1,2587,4,16,3,2,1,17,2,2,2,2,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,38,2,2,3,1675,4,2,1,2,2440,1,22,4,2,0,4,3,3,4,3,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,47,1,2,4,1676,2,4,4,2,15972,6,14,3,3,3,29,2,3,3,2,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
No,49,1,1,3,1677,3,3,4,3,15379,4,14,3,1,0,23,2,3,8,7,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
No,41,1,23,2,1678,4,3,3,3,7082,3,16,3,4,0,21,2,3,2,0,0,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,20,1,9,1,1680,4,3,1,1,2728,1,11,3,1,0,2,3,3,2,2,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
No,33,0,16,3,1681,3,3,2,4,5368,1,25,4,3,1,7,2,3,6,5,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,36,1,26,4,1682,1,3,2,3,5347,6,14,3,2,2,10,2,2,3,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,44,1,1,3,1683,3,3,1,4,3195,4,18,3,1,3,8,2,3,2,2,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Yes,23,1,8,1,1684,4,2,1,3,3989,1,11,3,1,0,5,2,3,5,4,1,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,38,1,4,2,1687,4,3,1,3,3306,7,19,3,4,1,7,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,53,1,24,4,1689,2,4,3,4,7005,3,15,3,3,0,11,2,3,4,3,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Yes,48,2,7,2,1691,4,3,1,3,2655,2,11,3,3,2,19,3,3,9,7,7,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Yes,32,1,2,4,1692,4,3,1,2,1393,1,12,3,1,0,1,2,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,26,0,7,3,1693,4,3,1,4,2570,1,20,4,3,0,7,5,3,7,7,5,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,55,1,22,3,1694,1,2,1,2,3537,5,12,3,4,1,8,1,3,4,2,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,34,1,5,2,1696,2,2,2,4,3986,1,14,3,3,1,15,3,4,15,10,4,13,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,60,1,1,4,1697,3,1,3,4,10883,3,20,4,3,1,19,2,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,33,1,21,3,1698,2,4,1,2,2028,1,18,3,4,3,14,6,3,14,11,2,13,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,37,2,1,4,1700,3,1,2,4,9525,1,14,3,3,2,6,2,2,6,3,1,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,34,1,19,3,1701,2,2,1,4,2929,1,12,3,2,0,10,3,3,10,9,8,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,23,1,7,3,1702,3,3,1,4,2275,1,21,4,2,1,3,2,3,3,2,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
No,44,1,2,3,1703,3,4,3,4,7879,1,19,3,2,1,9,2,3,8,7,6,7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,35,2,2,4,1704,1,2,1,4,4930,0,14,3,3,0,6,2,4,5,4,1,4,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,43,1,2,3,1706,4,3,2,4,7847,1,17,3,1,1,10,3,3,10,9,8,8,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,24,1,9,3,1707,3,4,1,3,4401,1,16,3,4,1,5,1,3,5,3,0,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,41,1,6,3,1708,4,3,3,3,9241,1,12,3,2,0,10,3,3,10,8,8,7,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,29,1,9,4,1709,4,3,1,3,2974,9,17,3,3,1,9,2,3,5,3,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,36,1,2,4,1710,3,3,2,4,4502,3,15,3,3,0,17,2,2,13,7,6,7,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
No,45,0,1,1,1712,3,2,3,3,10748,3,23,4,4,1,25,3,2,23,15,14,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Yes,24,1,22,1,1714,4,1,1,3,1555,1,11,3,3,1,1,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Yes,47,2,9,3,1716,3,1,4,3,12936,7,11,3,3,0,25,3,1,23,5,14,10,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,26,1,17,4,1718,4,1,1,3,2305,1,15,3,3,3,3,3,4,3,2,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,45,1,28,2,1719,4,2,4,2,16704,1,11,3,3,0,21,2,3,21,6,8,6,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
No,32,2,10,3,1720,1,3,1,3,3433,6,13,3,1,1,10,3,2,5,2,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,31,1,2,4,1721,2,3,1,3,3477,1,14,3,4,1,6,2,4,5,2,0,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,41,0,4,3,1722,3,1,2,2,6430,6,19,3,2,1,10,4,3,3,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
No,40,1,8,2,1724,2,3,2,1,6516,2,16,3,2,1,18,3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,24,1,29,1,1725,2,3,1,1,3907,1,13,3,2,3,6,2,4,6,2,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,46,1,13,4,1727,3,3,2,2,5562,6,14,3,4,0,19,3,3,10,7,0,9,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
No,35,1,27,4,1728,4,3,2,3,6883,2,16,3,2,1,17,3,3,7,7,0,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,30,1,16,1,1729,2,3,1,4,2862,1,12,3,2,1,10,2,2,10,0,0,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,47,0,2,4,1731,3,3,2,2,4978,7,11,3,4,1,4,3,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,46,1,2,3,1732,3,3,3,4,10368,4,12,3,2,1,13,5,2,10,6,0,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,36,1,13,5,1733,2,2,2,1,6134,5,13,3,2,3,16,3,3,2,2,2,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Yes,32,1,1,2,1734,1,1,2,2,6735,6,15,3,2,0,10,2,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,23,1,4,1,1735,3,3,1,2,3295,1,13,3,3,0,3,3,1,3,2,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,31,2,24,1,1736,4,3,2,4,5238,2,20,4,4,0,9,3,2,5,4,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
No,39,0,1,3,1737,4,3,2,4,6472,1,15,3,4,1,9,2,3,9,8,5,8,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,32,1,19,3,1739,4,1,3,3,9610,3,13,3,3,1,10,2,1,4,3,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,40,1,7,4,1740,2,3,5,2,19833,1,14,3,2,0,21,3,2,21,8,12,8,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
No,45,1,4,3,1744,3,1,3,3,9756,4,21,4,3,2,9,2,4,5,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
No,30,2,2,4,1745,4,2,1,1,4968,0,16,3,4,0,10,2,3,9,7,0,7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,24,2,10,3,1746,1,3,1,4,2145,0,14,3,4,1,3,2,3,2,2,2,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Yes,30,2,8,3,1747,3,2,1,4,2180,6,11,3,3,1,6,0,2,4,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
No,31,1,5,3,1749,1,3,2,3,8346,1,19,3,3,1,6,3,3,5,2,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
No,27,1,8,3,1751,3,3,1,4,3445,1,11,3,3,0,6,5,2,6,2,1,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,29,1,9,3,1752,2,1,1,2,2760,1,13,3,3,0,2,3,3,2,2,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
No,29,2,1,3,1753,4,4,2,3,6294,8,12,3,4,0,10,5,4,3,2,0,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
No,30,1,15,2,1754,3,2,3,1,7140,2,11,3,1,1,12,2,3,7,7,1,7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,34,1,2,4,1755,4,4,1,4,2932,0,14,3,1,3,6,3,3,5,0,1,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,33,0,2,3,1756,4,3,2,2,5147,8,15,3,4,0,13,2,2,11,7,1,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,49,1,11,4,1757,4,3,2,4,4507,3,12,3,3,0,8,1,4,5,1,0,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Yes,33,1,16,3,1758,1,3,3,1,8564,2,20,4,3,0,11,2,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,38,2,2,2,1760,3,2,1,2,2468,4,14,3,2,1,9,4,2,6,1,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,31,1,16,4,1761,1,3,3,3,8161,2,13,3,1,3,10,2,3,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,29,1,4,3,1762,4,2,1,1,2109,1,13,3,3,1,1,2,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,30,1,16,3,1763,3,4,2,3,5294,3,16,3,3,1,10,3,3,7,0,1,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,32,0,5,4,1764,2,3,1,2,2718,2,14,3,2,0,12,3,3,7,7,0,7,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,38,1,18,3,1766,2,1,2,4,5811,3,16,3,3,1,15,2,3,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Yes,43,2,17,3,1767,3,2,1,3,2437,9,16,3,4,1,6,4,3,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,42,1,12,3,1768,2,3,1,2,2766,8,22,4,2,3,7,6,2,5,3,0,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,55,1,2,3,1770,3,2,5,1,19038,8,12,3,2,3,34,2,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,33,0,4,3,1771,4,3,2,2,3055,5,15,3,4,2,11,2,2,9,8,1,7,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,41,1,9,4,1772,3,3,1,1,2289,1,20,4,2,2,5,2,3,5,3,0,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,34,0,10,3,1774,4,3,2,3,4001,1,14,3,3,1,15,3,3,15,14,0,7,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,53,0,1,4,1775,1,2,4,3,12965,4,20,4,4,3,27,2,2,3,2,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,43,1,2,3,1778,2,3,1,4,3539,0,13,3,2,0,10,5,3,9,7,1,8,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
No,34,1,3,2,1779,4,1,2,4,6029,5,12,3,1,0,6,3,3,2,2,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,21,1,7,1,1780,2,3,1,2,2679,1,13,3,2,0,1,3,3,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
No,38,1,6,2,1782,4,2,1,3,3702,1,11,3,2,1,5,3,3,5,4,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Yes,22,1,8,1,1783,3,3,1,1,2398,1,17,3,3,0,1,6,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,31,1,29,4,1784,1,2,2,4,5468,1,14,3,1,2,13,3,3,12,7,5,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,51,1,3,3,1786,1,3,3,3,13116,2,11,3,4,0,15,2,3,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
No,37,1,9,2,1787,2,2,2,2,4189,1,14,3,1,2,5,2,3,5,2,0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,46,1,2,4,1789,3,3,5,4,19328,7,17,3,3,1,24,3,3,2,1,2,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,36,1,10,3,1790,4,3,3,1,8321,7,13,3,4,1,15,1,3,12,8,5,7,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Yes,44,2,1,2,1792,3,3,1,2,2342,1,12,3,3,3,6,2,2,5,3,2,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,37,1,8,2,1794,3,3,2,2,4071,2,13,3,3,0,19,4,2,10,0,4,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Yes,35,1,27,3,1797,3,3,2,4,5813,1,18,3,4,0,10,2,3,10,7,7,7,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,33,1,8,4,1798,4,4,1,1,3143,6,19,3,2,1,14,1,3,10,8,7,6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,28,1,1,3,1799,3,3,1,4,2044,1,11,3,3,1,5,6,4,5,3,0,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,39,1,10,1,1800,3,3,3,3,13464,7,21,4,3,0,9,3,3,4,3,2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,46,0,26,2,1801,2,2,2,2,7991,8,15,3,3,0,6,3,3,2,2,2,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,40,1,2,2,1802,3,3,1,1,3377,4,17,3,4,1,7,5,2,4,3,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,42,1,13,3,1803,2,4,2,1,5538,5,18,3,3,2,10,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,35,0,2,2,1804,2,3,2,4,5762,2,14,3,3,1,15,6,3,7,7,1,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,38,0,2,3,1805,1,3,1,2,2592,5,13,3,4,3,13,3,3,11,10,3,8,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Yes,34,2,9,4,1807,4,3,2,1,5346,4,17,3,3,1,11,3,2,7,1,0,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,37,1,10,4,1809,4,3,2,1,4213,1,15,3,2,0,10,4,1,10,3,0,8,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,39,2,20,3,1812,3,3,2,4,4127,2,18,3,4,1,7,6,3,2,1,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,43,0,9,3,1813,1,3,1,3,2438,4,13,3,3,0,7,2,2,3,2,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,41,1,5,3,1814,2,4,2,2,6870,3,12,3,1,0,11,3,1,3,2,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
No,41,1,4,1,1815,3,3,3,3,10447,0,13,3,4,1,23,3,4,22,14,13,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,30,1,10,3,1816,1,3,3,3,9667,9,14,3,2,0,9,3,3,7,7,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
Yes,26,1,20,2,1818,4,3,1,2,2148,0,11,3,3,0,6,3,3,5,1,1,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Yes,46,1,21,2,1821,4,3,2,2,8926,4,22,4,4,1,13,2,4,9,7,3,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,40,1,1,3,1822,3,3,2,4,6513,4,17,3,4,1,12,3,3,5,3,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,34,1,8,2,1823,2,4,2,3,6799,1,21,4,3,2,10,5,3,10,8,4,8,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
No,58,0,2,3,1824,2,3,4,2,16291,4,22,4,4,1,37,0,2,16,9,14,14,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
